_id,TRACKINGNUMBER,NAME,PHYSICALADDRESS,PHYSICALCITY,FACTYPE,LATITUDE,LONGITUDE
735,SHEN-9YTQ9N,Tobiko Sushi,2711 192 St,Surrey,Restaurant,49.05150986,-122.69181824
736,HCAR-B7YVBD,Ike Sushi,19188 72 Ave,Surrey,Restaurant,49.13346481,-122.6915741
737,NDAA-9DNQLJ,Diamond Sweets & Restaurant,7228 192 St,Surrey,Restaurant,49.13415527,-122.69047546
738,NDAA-92MTDP,Domino's Pizza #10024,19475 Fraser Hwy,Surrey,Restaurant,49.11542511,-122.6827774
739,SHEN-AU2T99,Maple Pizza and Grace Market,10063 117 St,Surrey,Restaurant,49.18562317,-122.89888763
740,ACAK-9AJSSH,Rama Sweets & Restaurant,7028 120 St,Surrey,Restaurant,49.13087082,-122.89004517
741,DMIL-96GQWF,Spice Meats,7028 120 St,Surrey,Restaurant,49.13087082,-122.89004517
742,GEDS-69LMHM,Non Stop Pizza (120th St),7500 120 St,Surrey,Restaurant,49.13913727,-122.89006805
743,GEDS-6VJPCQ,Keg Steakhouse & Bar (Scott Rd),7948 120 St,Surrey,Restaurant,49.14744949,-122.89006805
744,SDFO-894NSA,Nav Sweets and Restaurant,8140 120 St,Surrey,Restaurant,49.15113831,-122.89006805
745,SHEN-A6QNHL,Chongqing Restaurant,8220 120 St,Surrey,Restaurant,49.15256882,-122.89004517
746,HCAR-BJKMKQ,Sri Periyava Dosa Bhavan Restaurant,8556 120 St,Surrey,Restaurant,49.15831757,-122.89006805
747,HCAR-AVKSJF,Crustos Pizza & Wings,8910 120 St,Surrey,Restaurant,49.1651535,-122.89006805
748,SHEN-A7LSB9,Royal Pacific Restaurant Ltd.,9190 120 St,Surrey,Restaurant,49.17021942,-122.88998413
749,SHEN-ATTUV4,The Madinaz Restaurant,9320 120 St,Surrey,Restaurant,49.17223358,-122.88991547
750,SHEN-ABMQFG,Scott Hill Pizza,9380 120 St,Surrey,Restaurant,49.17352676,-122.8899231
751,ACAK-8TMV2A,Mama Mia Gelato / Noor Mahal,7130 120 St,Surrey,Restaurant,49.13256454,-122.88946533
752,GEDS-7N929H,Nordel Sushi,12080 Nordel Way,Surrey,Restaurant,49.16109848,-122.88860321
753,SHEN-9PATK5,Golden Samosa Bakery,12025 Nordel Way,Surrey,Restaurant,49.16237259,-122.88889313
754,NDAA-966PCS,Outtakes,12161 72 Ave,Surrey,Restaurant,49.13501358,-122.8864975
755,GEDS-66S2CD,Save On Foods #939 - Deli,12130 Nordel Way,Surrey,Restaurant,49.16125107,-122.8860321
756,SWOD-AQFTDZ,Wally Lucie and Sons,12171 Sullivan St,Surrey,Restaurant,49.05577469,-122.88475037
757,RORS-65WV39,Subway #32336,12355 Pattullo Pl,Surrey,Restaurant,49.20327759,-122.87979889
758,JDSO-AC7T7X,McDonald's # 40141,12451 88 Ave,Surrey,Restaurant,49.16571045,-122.87768555
759,NDAA-8Y2SCD,Subway #52643,12477 88 Ave,Surrey,Restaurant,49.16395187,-122.87705231
760,GEDS-6S3UVB,Burger King #15397,12525 88 Ave,Surrey,Restaurant,49.16333771,-122.87573242
761,JDSO-AD4MWR,A & W #0755,8811 126 St,Surrey,Restaurant,49.16337585,-122.87378693
762,A020392    ,Grassroots Cafe,12666 72 Ave,Surrey,Restaurant,49.13362122,-122.87132263
763,NDAA-94NTVX,Veggie Hut Pizza & Pasta,7025 128 St,Surrey,Restaurant,49.13016891,-122.86815643
764,A017427    ,Subway #15577,7750 128 St,Surrey,Restaurant,49.14358139,-122.86765289
765,SDFO-8MXMMA,Calgary Sweets,7928 128 St,Surrey,Restaurant,49.14675522,-122.86766815
766,A019043    ,Shagun Sweets (Surrey),8388 128 St,Surrey,Restaurant,49.15488815,-122.86769867
767,MARO-B2LMZC,Cuisine and Company,2643 128 St,Surrey,Restaurant,49.05052948,-122.86760712
768,SWOD-AHBRRB,Satya Asha Fusion Bar & Restaurant,12818 72 Ave,Surrey,Restaurant,49.13371277,-122.86737823
769,HCAR-BA6LWN,Dragon Wok,8140 128 St,Surrey,Restaurant,49.15063477,-122.86732483
770,GEDS-77FUY9,Bollywood Banquet Hall,8166 128 St,Surrey,Restaurant,49.15130615,-122.86739349
771,HCAR-BEVSX8,Saba Foods,12889 84 Ave,Surrey,Restaurant,49.15556717,-122.86573029
772,SWOD-9X7QKV,Camy's Pizza,12849 96 Ave,Surrey,Restaurant,49.17731476,-122.86594391
773,MARO-B3ER9D,L'Aromas Coffee / Malone's,12901 16 Ave,Surrey,Restaurant,49.03150177,-122.86510468
774,NDAA-8YSPY4,Navraj Sweets & Restaurant,8148 128 St,Surrey,Restaurant,49.15057755,-122.86483002
775,JDSO-AC3PRJ,Basant Sweet,8148 128 St,Surrey,Restaurant,49.15057755,-122.86483002
776,SPLH-AUXN5M,Warehouse Lunch and Catering,8625 130 St,Surrey,Restaurant,49.15988159,-122.86274719
777,HCAR-BJ5PGE,Gulberg Catering & Production Centre,8322 130 St,Surrey,Restaurant,49.15374756,-122.86203766
778,HCAR-BFANGW,White Hart Public House,8593 132 St,Surrey,Restaurant,49.15844727,-122.85743713
779,NDAA-99WMTF,7-Eleven Canada Store #36676,9583 132 St,Surrey,Restaurant,49.17681885,-122.85715485
780,GEDS-83MVDP,Pizza 64,13190 64 Ave,Surrey,Restaurant,49.11884689,-122.85695648
781,ACAK-9C6MAB,Bon Accord Care Services Ltd,13350 Old Yale Rd,Surrey,Restaurant,49.18612289,-122.8526001
782,NDAA-9PPT45,Domino's Pizza #10085,13391 72 Ave,Surrey,Restaurant,49.13381577,-122.85191345
783,NDAA-8WQRZD,Railway Cafe,13375 115 Ave,Surrey,Restaurant,49.21175003,-122.85179138
784,HCAR-B7YVJY,Cafe Nelly,13401 108 Ave,Surrey,Restaurant,49.19909286,-122.85025787
785,JDSO-ACMLL6,Corporate Classic Caterers (Nav Canada),7421 135 St,Surrey,Restaurant,49.13725662,-122.84864807
786,GEDS-6KQRHX,Bombay Banquet Hall,7475 135 St,Surrey,Restaurant,49.13828659,-122.8487854
787,GEDS-7RLVLS,Freshslice Pizza (Surrey),10252 City Pky,Surrey,Restaurant,49.18909454,-122.84738922
788,SYOG-5M563K,Guildford Pizza & Restaurant,10727 135A St,Surrey,Restaurant,49.19752884,-122.84725952
789,HCAR-BF7Q6L,D-Plus Pizza (88th Ave),13588 88 Ave,Surrey,Restaurant,49.16252899,-122.84686279
790,GEDS-6BENH6,Surrey House of Grace,13557 King George Blvd,Surrey,Restaurant,49.19992447,-122.84647369
791,GEDS-7V3QGQ,Price Pro - Snack Bar,6899 King George Blvd,Surrey,Restaurant,49.1280365,-122.84596252
792,HCAR-BCUQRD,B & B Restaurant,8077 King George Blvd,Surrey,Restaurant,49.14945984,-122.84601593
793,NDAA-8Z8PDS,Freshslice,10153 King George Blvd,Surrey,Restaurant,49.18592072,-122.84584808
794,SWOD-A59RBM,Blenz Coffee (Central City South),10153 King George Blvd,Surrey,Restaurant,49.18592072,-122.84584808
795,MARO-AWURFL,Quesada - Burritos & Tacos,10153 King George Blvd,Surrey,Restaurant,49.18592072,-122.84584808
796,HCAR-BD2RZV,Coco Fresh Tea & Juice,10153 King George Blvd,Surrey,Restaurant,49.18592072,-122.84584808
797,SWOD-9YXM77,Go Grill,10153 King George Blvd,Surrey,Restaurant,49.18592072,-122.84584808
798,HCAR-BD9T8J,Steve's Poke Bar (Central City),10153 King George Blvd,Surrey,Restaurant,49.18592072,-122.84584808
799,SDFO-8MYVG8,Bubble 88,10209 King George Blvd,Surrey,Restaurant,49.18806458,-122.84606171
800,HCAR-BPZLWZ,Yogi's Kitchen Food Services Limited,10537 King George Blvd,Surrey,Restaurant,49.19396554,-122.84560273
801,MARO-B3ETMC,Lucky Supermarket - Fast Food,10628 King George Blvd,Surrey,Restaurant,49.19567871,-122.84516144
802,HCAR-BJLQMC,Sushi Shogun Japanese Restaurant,13591 King George Blvd,Surrey,Restaurant,49.19938278,-122.84561157
803,ACAK-8XGPZ4,Select Pizza (72nd Ave),13635 72 Ave,Surrey,Restaurant,49.13383484,-122.84434509
804,GEDS-6L7MRP,Sushi Line Japanese Restaurant,7380 King George Blvd,Surrey,Restaurant,49.13673782,-122.84520721
805,SWOD-AEVR4M,Kids & Company (King George),9900 King George Blvd,Surrey,Restaurant,49.18235779,-122.84490967
806,SWOD-A53UKG,A&W #0768,9900 King George Blvd.,Surrey,Restaurant,49.18235779,-122.84490967
807,SHEN-A72QKH,Pita Pit #235,9908 King George Blvd,Surrey,Restaurant,49.18334579,-122.84499359
808,HCAR-AVPVK9,Merienda Bakeshop,10059 Whalley Blvd,Surrey,Restaurant,49.18533707,-122.84367371
809,HCAR-BP4UGF,Espresso Cafe,7330 137th St,Surrey,Restaurant,49.13602606,-122.84257911
810,GEDS-6N4RWE,Espresso Cafe,7330 137 St,Surrey,Restaurant,49.13602448,-122.8425827
811,A018835    ,Surrey Memorial Hospital Food Service,13750 96 Ave,Surrey,Restaurant,49.17682266,-122.84243774
812,RORS-67JU29,Surrey Memorial Hospital Cafeteria #63229,13750 96 Ave,Surrey,Restaurant,49.17682266,-122.84243774
813,SWOD-A83PU8,Kids & Company (Surrey Professional),13737 96 Ave,Surrey,Restaurant,49.17720795,-122.84275055
814,SWOD-9UKPY4,Subway #63408,13737 96 Ave,Surrey,Restaurant,49.17720795,-122.84275055
815,LCAL-6TNQTM,Lucky Horse Restaurant (72nd Ave),13737 72 Ave,Surrey,Restaurant,49.13374329,-122.84177399
816,HCAR-BR5MAW,Tuan Hang Deli and Catering,13744 104th Ave,Surrey,Restaurant,49.19140423,-122.84126453
817,SWOD-AHFN3G,Captain Meat & Poultry Ltd (72nd Ave),13753 72 Ave,Surrey,Restaurant,49.13376999,-122.8405838
818,A017823    ,Dairy Queen #27109,7115 138 St,Surrey,Restaurant,49.13203812,-122.83917999
819,SHEN-AZUMAU,Taste of Himalayas,7115 138 St,Surrey,Restaurant,49.13203812,-122.83917999
820,SHEN-AZ7NZN,World Famous Chicken World (72nd Ave),13775 72 Ave,Surrey,Restaurant,49.13378906,-122.83907318
821,SPLH-ASQP6M,Taste of Pho,13979 104 Ave,Surrey,Restaurant,49.19166183,-122.83464813
822,SHEN-BCSUVC,Bacayon Chibugan,13979 104 Ave,Surrey,Restaurant,49.19166183,-122.83464813
823,SPLH-A9TUJR,Pizza Nation,13980 108 Ave,Surrey,Restaurant,49.19866943,-122.83459473
824,NDAA-8RKSYR,Polonia Sausage Deli,14045 104 Ave,Surrey,Restaurant,49.19169235,-122.83292389
825,A018912    ,Chrysalis 24 Food Service,14124 113 Ave,Surrey,Restaurant,49.20750427,-122.83097839
826,HCAR-BJ9NJN,Maria Sol Hospice 31 - Food Service,14131 Grosvenor Rd,Surrey,Restaurant,49.20719147,-122.83055115
827,HCAR-BL2SJ6,Dr Calorie Cafe,5891 144 St,Surrey,Restaurant,49.10948181,-122.82371521
828,GEDS-6TJMVF,Sullivan Heights Secondary School Food Service,6248 144 St,Surrey,Restaurant,49.11574554,-122.82294464
829,A013790    ,Enver Creek Secondary School Cafeteria,14505 84 Ave,Surrey,Restaurant,49.15582657,-122.82025146
830,A014243    ,Gracepoint Community Church,3487 King George Blvd,Surrey,Restaurant,49.06520081,-122.81843567
831,SWOD-AKBUJF,Guildford Seniors Village Food Service,14568 104A Ave,Surrey,Restaurant,49.19257736,-122.81834412
832,A019207    ,Real Canadian Superstore #1556 - Deli,14650 104 Ave,Surrey,Restaurant,49.19123459,-122.81602478
833,A016829    ,South Surrey Ice Arena - Lower Concession,2199 148 St,Surrey,Restaurant,49.04156876,-122.81524658
834,SHEN-A79QF4,Cabizerra Bistro,14775 108 Ave,Surrey,Restaurant,49.19888687,-122.8134079
835,HCAR-BANUBQ,UR Restaurant,14752 108A Ave,Surrey,Restaurant,49.19953156,-122.81371307
836,GEDS-84NQEZ,Nagoya,9175 148 St,Surrey,Restaurant,49.16977692,-122.81250763
837,GEDS-72BNAT,Rasoi Fine Indian Cuisine,3268 King George Blvd,Surrey,Restaurant,49.06108856,-122.8120575
838,GEDS-7NPR5Q,The Ellendale Program (Liz's House),11187 Ellendale Dr,Surrey,Restaurant,49.20612717,-122.81184387
839,HCAR-BLQQDV,Mauna Sushi,14839 108th Ave,Surrey,Restaurant,49.19943029,-122.81071832
840,KSMH-AQNNLT,Kids Play Cafe & Cafe Artistico,14885 60 Ave,Surrey,Restaurant,49.11196899,-122.80992126
841,A017564    ,Church's Chicken #4475,14877 108 Ave,Surrey,Restaurant,49.19944763,-122.8092804
842,NDAA-8Y9UZA,Mek's Delight,14910 104 Ave,Surrey,Restaurant,49.1913414,-122.80856323
843,GEDS-6X9W53,Cactus Club Cafe (South Point),15079 32 Ave,Surrey,Restaurant,49.06027985,-122.80492401
844,GEDS-66CQRA,Subway #23705,15141 No 10 Hwy,Surrey,Restaurant,49.10474746,-122.80495827
845,HCAR-BGKP49,Boba Boy (Surrey),15127 Hwy 10,Surrey,Restaurant,49.10542516,-122.8052317
846,A018215    ,Pacific Life Bible College Cafeteria,15100 66A Ave,Surrey,Restaurant,49.12335587,-122.80362701
847,A019248    ,Boston Pizza #61,15125 100 Ave,Surrey,Restaurant,49.1844101,-122.80340576
848,JDSO-ABZT44,Rocky Mountain Chocolate Factory (Guildford),10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
849,HCAR-BJ6UQJ,Stuffies Pastry Cafe,10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
850,SPLH-9KKNN4,Cinnzeo,10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
851,NDAA-9H3PTE,Curry Indian Cuisine,10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
852,NDAA-9BNNTT,Freshii,10355 152 St,Surrey,Restaurant,49.19192505,-122.80426788
853,GEDS-68TMF7,Moxie's Classic Grill (Surrey),10680 151A St,Surrey,Restaurant,49.19631195,-122.8024292
854,PNEL-8QKM26,Elevation Fitness,15110 54A Ave,Surrey,Restaurant,49.10151291,-122.80271149
855,NDAA-9RWU3U,BBQ King Delight Inc,8973 152 St,Surrey,Restaurant,49.16574097,-122.80180359
856,ACAK-98STQ8,Domino's Pizza #10052,15155 101 Ave,Surrey,Restaurant,49.18629837,-122.80223083
857,HCAR-BKDN84,Jav's Kaldero Authentic Filipino Cuisine,15155 101 Ave,Surrey,Restaurant,49.18629837,-122.80223083
858,SWOD-A35RCT,Sapporo Kitchen,1625 152 St,Surrey,Restaurant,49.03239822,-122.80168915
859,SWOD-A3GLTE,Taco Del Mar (Surrey),1797 152 St,Surrey,Restaurant,49.03448105,-122.8014679
860,GEDS-7XGU9Z,Time Out - Baskin Robbins,6351 152 St,Surrey,Restaurant,49.11798096,-122.80127716
861,MARO-B3ALPA,New York New York Greek Restaurant,6361 152 St,Surrey,Restaurant,49.11847305,-122.8013916
862,GEDS-7P929P,Sofi's Shawarma & Donairs,8928 152 St,Surrey,Restaurant,49.16516495,-122.80115509
863,JDSO-AD3QH2,Leaf Tea,1618 152 St,Surrey,Restaurant,49.03148651,-122.80089569
864,GEDS-6HQPVN,Starbucks Coffee #4593,2670 152 St,Surrey,Restaurant,49.05026627,-122.80093384
865,NDAA-9C4RHK,Subway #26341,2990 152 St,Surrey,Restaurant,49.05622864,-122.80089569
866,SWOD-ALRRJG,Rosemary Heights Seniors Village (Assisted Living Kitchen),15240 34 Ave,Surrey,Restaurant,49.06355667,-122.80059052
867,SPLH-ASQTDV,C-Lovers Fish and Chips (South Surrey),2655 King George Blvd,Surrey,Restaurant,49.05031586,-122.7999115
868,GEDS-7RSNY3,Garcha Bros Meat Shop (68th Ave),15299 68 Ave,Surrey,Restaurant,49.12656403,-122.79923248
869,HCAR-B6GVC8,Royal Punjab Sweets,15299 68 Ave,Surrey,Restaurant,49.12656403,-122.79923248
870,GEDS-7NJ2JT,Original Bhaia Sweet Shop,15299 68 Ave,Surrey,Restaurant,49.12656403,-122.79923248
871,HCAR-BKDQJ3,Al & Jan's Fish & Chips,9014 152 St,Surrey,Restaurant,49.16697311,-122.79924011
872,NDAA-93AV3A,Big Chicken Town,15280 101 Ave,Surrey,Restaurant,49.18597412,-122.79860687
873,NDAA-9E9SK8,Cefa Guildford,10172 152A St,Surrey,Restaurant,49.18732071,-122.79925537
874,HCAR-B8BV64,Lele Cafe,15300 105 Ave,Surrey,Restaurant,49.19317627,-122.79771423
875,HCAR-BJ9P56,Sunnyside Manor - Food Service,15340 17 Ave,Surrey,Restaurant,49.0328064,-122.79737854
876,MARO-AZMPRS,Papa Murphy`s Pizza,15355 24 Ave,Surrey,Restaurant,49.0458374,-122.79750824
877,SWOD-APTQFP,Suncrest Retirement Community,2567 King George Blvd,Surrey,Restaurant,49.0485611,-122.7977829
878,MARO-B8MS4M,Hannam Supermarket Restaurant,15357 104 Ave,Surrey,Restaurant,49.1917038,-122.79665375
879,SWOD-AKARQ2,Peace Portal Seniors Village,15441 16 Ave,Surrey,Restaurant,49.0312767,-122.79452515
880,NDAA-94NRF7,Domino's Pizza #10088,2389 King George Blvd,Surrey,Restaurant,49.04498291,-122.79437256
881,SDFO-8HVQQ6,A&W #0575,2303 King George Blvd,Surrey,Restaurant,49.0438385,-122.79200745
882,HCAR-BD2M2W,Ocean West Catering,2336 King George Blvd,Surrey,Restaurant,49.04468155,-122.79203033
883,A016854    ,Subway #11642,15551 Fraser Hwy,Surrey,Restaurant,49.16241837,-122.79125977
884,A018173    ,Evergreen Hamlets - Main Kitchen,8382 156 St,Surrey,Restaurant,49.15520859,-122.78984833
885,SDFO-89YT2W,Mink A Chocolate Cafe,15775 Croydon Dr,Surrey,Restaurant,49.04768753,-122.78492737
886,SDFO-8MYUXQ,Sushi Castle,15785 Croydon Dr,Surrey,Restaurant,49.04726791,-122.78437042
887,SHEN-B55Q3P,Active Body Express,15850 26 Ave,Surrey,Restaurant,49.04901123,-122.78305054
888,HCAR-BELQAW,Morgan Play Center,15850 26 Ave,Surrey,Restaurant,49.04901123,-122.78305054
889,SHEN-9SGNXL,Fleetwood Sushi Restaurant,15930 Fraser Hwy,Surrey,Restaurant,49.15706635,-122.78188324
890,SHEN-AZMPFK,Ok Hee Bae Food Co,15930 Fraser Hwy,Surrey,Restaurant,49.15706635,-122.78188324
891,NDAA-9EBQJ6,Full Ramen Japanese Cuisine,15925 Fraser Hwy,Surrey,Restaurant,49.1586113,-122.78131104
892,GEDS-7HQP4F,Wal-Mart #5853 - Deli/Bakery,2355 160 St,Surrey,Restaurant,49.04439163,-122.78143311
893,SPLH-9P7SUH,Dae-Ji,15940 Fraser Hwy,Surrey,Restaurant,49.15704346,-122.78096771
894,GEDS-7SDLR2,Kami Japanese Restaurant,2215 160 St,Surrey,Restaurant,49.04205704,-122.7797699
895,SDFO-8AULF9,7-Eleven #34633,15961 Fraser Hwy,Surrey,Restaurant,49.15789413,-122.77936554
896,SWOD-AHFSWE,Marble Slab Creamery (160th St),2245 160 St,Surrey,Restaurant,49.04289246,-122.77955627
897,HCAR-ATQPHX,Sal y Limon Mexican Cuisine,2428 160 St,Surrey,Restaurant,49.0464859,-122.77880859
898,GEDS-68HQ9E,McDonald's (Tynehead),9638 160 St,Surrey,Restaurant,49.17750168,-122.77845764
899,HCAR-BETMLH,Curry Lounge,16030 24 Ave,Surrey,Restaurant,49.04521942,-122.77797699
900,SHEN-APFQLS,Khalsa Rasoyee and Sweets,16055 Fraser Hwy,Surrey,Restaurant,49.15694046,-122.77709961
901,HCAR-AU2VFF,Glenwood Pizza & Curry House,16793 60 Ave,Surrey,Restaurant,49.11167526,-122.75748444
902,SHEN-9SGNQT,7-Eleven #34501,6021 168 St,Surrey,Restaurant,49.1117897,-122.7569046
903,GEDS-772UVP,Pacific Academy,10238 168 St,Surrey,Restaurant,49.18891907,-122.75624084
904,A017877    ,Royal Canadian Legion Branch #6 Bar,17567 57 Ave,Surrey,Restaurant,49.10616684,-122.73640442
905,HCAR-BKKN4C,Chaska Restaurant,5737 176 St,Surrey,Restaurant,49.10660172,-122.73519135
906,A018637    ,Elena's Country Kitchen,5630 176 St,Surrey,Restaurant,49.10466003,-122.73475647
907,PNEL-8SCPDC,Sushi King House,17617 56 Ave,Surrey,Restaurant,49.10429382,-122.73436737
908,GEDS-74DUWT,Starbucks Coffee #4775,6476 176 St,Surrey,Restaurant,49.12001038,-122.73457336
909,JDSO-AE2MNU,Golden Medal Restaurant,5619 176A St,Surrey,Restaurant,49.10463715,-122.73383331
910,A016814    ,Cloverdale Bakery,5780 176A St,Surrey,Restaurant,49.10748291,-122.73348999
911,GEDS-6VZNPH,Save On Foods #2215 - Deli,17745 64 Ave,Surrey,Restaurant,49.11971664,-122.73192596
912,SWOD-A4ZPMN,Save On Foods #2215 - Kitchen,17745 64 Ave,Surrey,Restaurant,49.11971664,-122.73192596
913,GEDS-75PLQX,Rusty's Neighbourhood Pub,17770 56 Ave,Surrey,Restaurant,49.10255432,-122.73039246
914,JCOE-67H9A8,Ricky's All Day Grill #20,17830 56 Ave,Surrey,Restaurant,49.10399628,-122.72846985
915,A018953    ,Hazelmere Golf & Tennis Club Snack Bar,18150 8 Ave,Surrey,Restaurant,49.01621628,-122.71914673
916,HCAR-B6KS2K,Salish Secondary Cafeteria,7278 184 St,Surrey,Restaurant,49.13515472,-122.71205139
917,JDSO-ACVPWV,Booster Juice (Fraser Hwy),18640 Fraser Hwy,Surrey,Restaurant,49.12546158,-122.70609283
918,HCAR-B8NUS9,Mary Brown's Famous Chicken & Taters,18655 Fraser Hwy,Surrey,Restaurant,49.1256485,-122.70528412
919,NDAA-99YMF5,Village Sushi,18690 Fraser Hwy,Surrey,Restaurant,49.12446976,-122.70401764
920,SDFO-88ESVK,5 Star Catering,5640 188 St,Surrey,Restaurant,49.10544968,-122.70131683
921,A020119    ,La Charcuterie Deli,19080 96 Ave,Surrey,Restaurant,49.17683792,-122.69441223
922,SHEN-9SZQZX,A&W Restaurant (Campbell Heights),2725 192 St,Surrey,Restaurant,49.05220032,-122.69181824
923,HCAR-BCGPK4,Chilli Bar,2755 192 St,Surrey,Restaurant,49.05247498,-122.69181824
924,JDSO-ACHTG3,Pizza Knight,19161 Fraser Hwy,Surrey,Restaurant,49.11961365,-122.69181824
925,NDAA-9PMT9A,Bright Path - Clayton Hills,7239 192 St,Surrey,Restaurant,49.13410568,-122.69113159
926,GEDS-82BRGL,Pizza Inn,19390 68 Ave,Surrey,Restaurant,49.12623978,-122.68582153
927,GEDS-7KMPWY,Delicious Korean Chicken,19475 Fraser Hwy,Surrey,Restaurant,49.11542511,-122.6827774
928,SHEN-AP5QTE,Galini Greek Kouzina & Grill,19475 Fraser Hwy,Surrey,Restaurant,49.11542511,-122.6827774
929,A019679    ,Kimchi Palace Restaurant,6019 196 St,Surrey,Restaurant,49.11155701,-122.68026733
930,A013601    ,Brownsville Bar Marine Pub,11940 Old Yale Rd,Surrey,Restaurant,49.20355988,-122.89170074
931,HCAR-BH7U4H,Anjan's Delights,6350 120 St,Surrey,Restaurant,49.11815643,-122.89006042
932,GEDS-65VTRU,Guru Nanak Sikh Gurdwara Temple,7050 120 St,Surrey,Restaurant,49.13132477,-122.88998413
933,HCAR-BJHVJ9,Westin Pizza,7182 120th St,Surrey,Restaurant,49.13365173,-122.89012146
934,A020068    ,A&W #0389,8488 120 St,Surrey,Restaurant,49.15703583,-122.89009857
935,NDAA-9NVPPU,Super Pho VN Cuisine,9544 120 St,Surrey,Restaurant,49.17643738,-122.88986206
936,NDAA-9RPTJE,East West Fusion Kitchen,12043 88 Ave,Surrey,Restaurant,49.1633873,-122.88908386
937,HCAR-BCGTSR,Triple O's Burger Restaurant (Scott Rd),10388 Scott Rd,Surrey,Restaurant,49.19232178,-122.88954926
938,JRON-6M3P9A,Fraserway Meat,12047 80 Ave,Surrey,Restaurant,49.14874268,-122.88873291
939,GEDS-67NPGB,Subway #7665,12080 Nordel Way,Surrey,Restaurant,49.16109848,-122.88860321
940,GEDS-7W7V3T,Starbucks Coffee #4976,12025 Nordel Way,Surrey,Restaurant,49.16237259,-122.88889313
941,NDAA-95HQ6Q,Kami Strawberry Hill Japanese Restaurant,12101 72 Ave,Surrey,Restaurant,49.1350174,-122.88764191
942,JRON-67B26M,Save On Foods #939 - Seafood Section,12130 Nordel Way,Surrey,Restaurant,49.16125107,-122.8860321
943,SDFO-8FEUYM,Hooked Fish Bar,12157 Beecher St,Surrey,Restaurant,49.05231094,-122.88477325
944,GEDS-6AAPTZ,Gurdwara Amrit Prakash Sikh Temple,7990 123A St,Surrey,Restaurant,49.14785767,-122.8802948
945,GEDS-66K2CZ,Community Access-Arcus Community Resources Food Service,12388 Pattullo Pl,Surrey,Restaurant,49.20246887,-122.87985992
946,A017233    ,McDonald's #8550,11011 Scott Rd,Surrey,Restaurant,49.20265579,-122.87916565
947,ACAK-8VQTQF,Turf Hotel Lounge,12411 King George Blvd,Surrey,Restaurant,49.20660019,-122.87798309
948,SWOD-A3YVCN,Turf Hotel 1967 Ltd.,12411 King George Blvd,Surrey,Restaurant,49.20660019,-122.87798309
949,SHEN-A2FN38,Pizza 64,12499 88 Ave,Surrey,Restaurant,49.16335678,-122.87666321
950,A018007    ,Sangam Palace,11267 125A St,Surrey,Restaurant,49.2073822,-122.87468719
951,SHEN-9TNMS5,Gulberg Mediterranean & Persian Grill,12578 72 Ave,Surrey,Restaurant,49.13327408,-122.87416077
952,A017154    ,Tamanawis Secondary School Cafeteria,12600 66 Ave,Surrey,Restaurant,49.122715,-122.87242889
953,GEDS-73JSZZ,H Anmol Sweet & Restaurant,8363 128 St,Surrey,Restaurant,49.1546669,-122.86936188
954,PNEL-8PJRAV,Mughal Garden Sweets & Restaurant,12788 76A Ave,Surrey,Restaurant,49.14218903,-122.86856079
955,SYOG-5M59W3,Shri Durga Mandir,7750 128 St,Surrey,Restaurant,49.14358139,-122.86765289
956,GEDS-69MQ7C,Vege Garden Pizza & Coffee Shop,8383 128 St,Surrey,Restaurant,49.15512466,-122.86833191
957,A019335    ,New Life Child Care Centre,8868 128 St,Surrey,Restaurant,49.16375351,-122.86780548
958,HCAR-BAEUWY,Sunflower Catering,2643 128 St,Surrey,Restaurant,49.05052948,-122.86760712
959,HCAR-BA7U2C,Seriously Good Catering (Royal Cdn Legion),2643 128 St,Surrey,Restaurant,49.05052948,-122.86760712
960,SYOG-5M56PQ,Punjab Sweet House,12818 72 Ave,Surrey,Restaurant,49.13371277,-122.86737823
961,SPLH-9SZQG4,KSP Shahi Catering & Sweets,12815 85 Ave,Surrey,Restaurant,49.15759659,-122.86743927
962,GEDS-6HKMMM,Subway #10105,12842 96 Ave,Surrey,Restaurant,49.17696381,-122.86654663
963,A017695    ,Princess Margaret Secondary School Cafeteria,12870 72 Ave,Surrey,Restaurant,49.13357925,-122.86538696
964,NDAA-98FRJN,Maharaja Banquet Hall,8148 128 St,Surrey,Restaurant,49.15057755,-122.86483002
965,SWOD-A3NQNT,Indian Tandoori Flare,7638 129A St,Surrey,Restaurant,49.14111527,-122.86245869
966,SWOD-APVTT6,Taj Park Convention Centre,8580 132 St,Surrey,Restaurant,49.15857697,-122.85548401
967,A016864    ,Newton Canadian Baseball Association,13313 68 Ave,Surrey,Restaurant,49.1265831,-122.8538208
968,A018866    ,Happy Farm Group Centre for Children Food Service,9458 134 St,Surrey,Restaurant,49.17457199,-122.85119629
969,HCAR-BL927Q,Dairy Queen/Orange Julius (Central City),2591C,Surrey,Restaurant,49.18791904,-122.84876653
970,NDAA-9BXPQ9,Blenz SFU Kiosk,13450 102 Ave,Surrey,Restaurant,49.18791962,-122.84877014
971,HCAR-B7KUTN,Central Cafe,10252 City Pky,Surrey,Restaurant,49.18909454,-122.84738922
